epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.4536,1.55801,2.3195,1.34573,0.12872,0.15894,0.07388,0.0322,2.45995,9.23918,2.00869,0.000650794,0.000650794,0.000650794
2,73.6883,1.60812,1.81662,1.3868,0.12658,0.06623,0.03516,0.01416,2.38067,65.5119,2.14992,0.00130442,0.00130442,0.00130442
3,111.109,1.76336,1.89191,1.47923,0.07325,0.05077,0.02502,0.01061,2.7041,69.3315,2.94175,0.00194484,0.00194484,0.00194484
4,148.564,1.72753,1.84553,1.46918,0.0338,0.18764,0.01738,0.00823,2.22052,18.1285,1.80066,0.0019406,0.0019406,0.0019406
5,183.272,1.69308,1.84025,1.43432,0.18965,0.2362,0.11872,0.05053,2.24898,10.4997,2.05207,0.0019208,0.0019208,0.0019208
6,218.463,1.63928,1.73126,1.38698,0.39212,0.36424,0.296,0.14882,2.57582,3.92741,2.0498,0.001901,0.001901,0.001901
7,256.07,1.64313,1.76104,1.41867,0.42787,0.30243,0.28991,0.15866,2.16691,4.32876,1.73422,0.0018812,0.0018812,0.0018812
8,290.847,1.6098,1.67703,1.36739,0.43884,0.31788,0.30744,0.1661,2.17139,3.38738,1.81739,0.0018614,0.0018614,0.0018614
9,325.76,1.6009,1.64937,1.36059,0.45151,0.30684,0.28481,0.14319,2.47709,3.91014,2.03923,0.0018416,0.0018416,0.0018416
10,358.839,1.55827,1.61617,1.37068,0.52665,0.33113,0.35783,0.2004,2.2293,2.53723,1.62437,0.0018218,0.0018218,0.0018218
11,392.77,1.54586,1.61981,1.35693,0.5639,0.35109,0.38284,0.208,2.59946,2.98131,2.24029,0.001802,0.001802,0.001802
12,427.145,1.57773,1.60979,1.3616,0.45208,0.36974,0.33767,0.18088,2.45164,3.14714,1.99771,0.0017822,0.0017822,0.0017822
13,462.556,1.56213,1.57627,1.34442,0.49624,0.39794,0.38402,0.19594,2.61096,2.65027,2.11986,0.0017624,0.0017624,0.0017624
14,494.808,1.53775,1.56815,1.32521,0.53187,0.33333,0.35004,0.18705,2.44416,2.45476,2.34368,0.0017426,0.0017426,0.0017426
15,529.649,1.51115,1.51363,1.30938,0.56129,0.38631,0.40221,0.21507,2.34995,2.85209,1.90328,0.0017228,0.0017228,0.0017228
16,566.135,1.49641,1.52806,1.30186,0.50978,0.40177,0.39956,0.22354,2.07745,2.33056,1.56168,0.001703,0.001703,0.001703
17,601.672,1.47028,1.499,1.30009,0.57558,0.39218,0.40139,0.22592,2.44297,2.30057,2.20122,0.0016832,0.0016832,0.0016832
18,637.9,1.46081,1.47526,1.27506,0.5501,0.37969,0.40751,0.23251,2.37955,2.42772,1.96187,0.0016634,0.0016634,0.0016634
19,672.151,1.49691,1.45085,1.28703,0.48848,0.39294,0.39824,0.22805,2.32225,2.39791,1.59796,0.0016436,0.0016436,0.0016436
